"advertiserId";"programmeName";"conversionRate";"approvalRate";"epc";"launchDate";"paymentStatus";"paymentRiskLevel";"awinIndex";"feedEnabled";"productReporting";"commissionMin";"commissionMax";"leadMin";"leadMax";"cookieLength";"parentSectors";"subSectors";"primarySector";"averagePaymentTime";"primaryRegion";"descriptionShort";"logoUrl";"displayUrl"
"9139";"ltur DE";"0.795407";"43.83";"0.39";"2018-01-12";"amber";"exposurelevel2";"31.2265";"yes";"no";"5";"5";"4";"4";"60";"Travel";"Airlines|Hotels & Accommodation|Travel Agencies";"Hotels & Accommodation";"116";"DE";"l'tur - Europas Nr. 1 für Last Minute Reisen!";"https://ui.awin.com/images/upload/merchant/profile/9139.png";"https://www.ltur.com"
"11952";"Herrenausstatter DE/AT";"1.09695";"90.78";"0.10";"2018-05-17";"amber";"exposurelevel2";"45.2934";"yes";"no";"3";"12";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Lingerie|Menswear|Shoes";"Menswear";"114";"DE";"Bewerben Sie sich jetzt! Herrenausstatter.de ist der führende Anbieter von Markenmode für Männer. Hier finden Sie immer die neusten Kollektionen von über 230 Top-Marken.";"https://ui.awin.com/images/upload/merchant/profile/11952.png";"http://herrenausstatter.de"
"124064";"Never Age Nutrition";"";"0.00";"0.00";"2026-02-16";"amber";"exposurelevel1";"";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"AT";"Never Age Nutrition is a premium longevity supplement brand focused on cellular energy, NAD+ and healthy aging. Partner with us and benefit from high AOV, repeat customers and attractive commissions in the fast-growing longevity market.";"https://ui.awin.com/images/upload/merchant/profile/124064.png";"https://neveragenutrition.com/"
"72301";"Hey Honey";"2.12938";"83.18";"0.19";"2024-02-19";"amber";"exposurelevel1";"58.9134";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Sportswear|Womenswear";"Sportswear";"57";"DE";"Hey Honey Yoga stands at the forefront of ethically produced, fashion-forward yoga apparel.";"https://ui.awin.com/images/upload/merchant/profile/72301.png";"https://www.hey-honey.com/"
"42784";"WMF DE/AT";"3.54373";"62.28";"0.23";"2023-03-24";"amber";"exposurelevel2";"50.2592";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Department Stores";"Department Stores";"116";"DE";"Seit fast 170 Jahren stehen die Marken der WMF für beste Koch-, Trink- und Esskultur. Jeden Tag verwenden mehrere 100 Millionen Menschen weltweit die Produkte von WMF, Silit und Kaiser zum Zubereiten, Kochen, Essen, Trinken und Backen bei sich zu Hause.";"https://ui.awin.com/images/upload/merchant/profile/42784.png";"https://www.wmf.com"
"123964";"Glam Spot";"";"0.00";"0.00";"2026-02-02";"amber";"exposurelevel1";"";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"null";"ES";"We strive to be the most trusted beauty platform globally, embodying intelligent beauty in both our brand curation and our distinctive tone of voice. Shaped by the insight of industry experts, we are a committed collective of beauty enthusiasts.";"https://ui.awin.com/images/upload/merchant/profile/123964.png";"https://glamspot.eu"
"21995";"Startselect AT";"8.27177";"78.49";"0.10";"2021-01-28";"amber";"exposurelevel2";"74.2695";"yes";"no";"0";"0";"0";"0";"7";"Retail & Shopping|Telco's & Services";"Audio Visual|Books & Subscriptions|Computers|Electronic Accessories|Gadgets|Gifts & Flowers|Music & DVD|PC & Video Games|Toys & Games|Entertainment Downloads|Mobile Downloads";"PC & Video Games";"51";"AT";"Startselect bietet Prepaid-Codes für Konsolen und Handys, Abonnements für VoD- und Musikplattformen sowie Videospiele an, sofort online. 3000+ offizielle und digitale Produkte, die sofort 24/7 geliefert werden.";"https://ui.awin.com/images/upload/merchant/profile/21995.png";"https://startselect.com/at-de"
"98661";"Cronjager";"0.0660502";"73.33";"0.05";"2024-07-25";"amber";"exposurelevel1";"47.7373";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Menswear|Sports Equipment|Sportswear|Womenswear";"Clothing";"56";"GB";"Fashion, Clothing, Sportswear, Tech, Home And Office. We added two hero collections: English Army - Fashion For Sports Fans And Streetwear. IRISH ARMY which is a global Irish fashion brand.";"https://ui.awin.com/images/upload/merchant/profile/98661.png";"https://cronjager.com"
"59803";"Space NK - ROW";"1.81771";"89.55";"0.13";"2023-08-08";"amber";"exposurelevel2";"42.1278";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"98";"DE";"As the ultimate curator of over 100 of the most in-demand, highly innovative and boundary-pushing beauty brands, we're the go-to destination for worldwide beauty discovery.";"https://ui.awin.com/images/upload/merchant/profile/59803.png";"https://www.spacenk.com/global/home/"
"25252";"Zoologo AT";"5.72507";"99.70";"0.35";"2022-02-17";"green";"none";"50.6254";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Pets & Pet Care";"Pets & Pet Care";"82";"AT";"ZOOLOGO ist der Onlineshop für Tierfreunde. Jetzt auch in Österreich.";"https://ui.awin.com/images/upload/merchant/profile/25252.png";"https://www.zoologo.at/"
"25941";"Zattoo AT";"2.86342";"100.00";"0.19";"2022-01-04";"amber";"exposurelevel6";"47.8823";"no";"no";"0";"0";"0";"0";"30";"Telco's & Services";"Digital TV & Video-on-Demand";"Digital TV & Video-on-Demand";"84";"AT";"Mit Zattoo Ultimate läuft dein Fernsehen ganz einfach über das Internet. Streame über 90 TV-Sender auf Smart-TV, Streaming-Player, Laptop und Smartphone. Ganz ohne Vertragsbindung und Kabelsalat, dafür immer auf Empfang. So geht smartes Fernsehen heute!";"https://ui.awin.com/images/upload/merchant/profile/25941.png";"https://zattoo.com/at"
"31758";"Ubuy - AT";"";"0.00";"0.00";"2022-10-26";"green";"none";"0";"no";"no";"0";"0";"0";"0";"15";"Retail & Shopping";"Audio Visual|Automotive|Books & Subscriptions|Childrenswear|Clothing|Clothing Accessories|Computers|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|FMCG|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Green (Eco friendly)|Health & Beauty|Home & Garden|Jewellery|Lead Gen|Lingerie|Menswear|Music & DVD|Office Supplies|PC & Video Games|Pets & Pet Care|Pharmaceuticals|Photography|Photos & Print Services|Shoes|Sports Equipment|Sportswear|Toys & Games|White Goods|Wine Spirits & Tobacco|Womenswear|Baby & Toddler";"Health & Beauty";"null";"AT";"Ubuy Austria provides you with a collection of more than 100 Million products from global brands.  Cross-border shopping is easy with Ubuy";"https://ui.awin.com/images/upload/merchant/profile/31758.png";"https://www.ubuy.co.at"
"29955";"puzzleYOU AT";"";"0.00";"0.00";"2022-06-17";"green";"none";"0";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Photos & Print Services";"Photos & Print Services";"null";"AT";"Bei puzzleYOU können tolle und einzigartige Fotogeschenke gestaltet werden. Highlight ist das Premium-Fotopuzzle mit bis zu 2.000 Teilen inklusive personalisierbarer Schachtel. Das personalisierbare Memo-Spiel und Kinderpuzzles runden das Sortiment ab";"https://ui.awin.com/images/upload/merchant/profile/29955.png";"https://www.puzzleyou.at/"
"21646";"Walzvital AT";"0.912614";"90.32";"0.04";"2021-01-21";"amber";"exposurelevel2";"60.8948";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Health & Beauty";"Health & Beauty";"89";"AT";"WalzVital hat sich auf Sanitätsbedarf spezialisiert, mit dem Ziel, auf die Wünsche von Menschen mit besonderen Ansprüchen einzugehen und sie somit in Alltag und Freizeit optimal zu unterstützen. Profitieren Sie jetzt von unseren Partner-Vorteilen!";"https://ui.awin.com/images/upload/merchant/profile/21646.png";"https://www.walzvital.at/"
"22911";"Delonghi AT";"2.02948";"86.67";"0.69";"2021-06-02";"amber";"exposurelevel2";"61.0988";"yes";"no";"0";"0";"0";"0";"15";"Retail & Shopping";"Electronic Accessories|Home & Garden";"Home & Garden";"155";"AT";"De’Longhi ist eine globale Marke mit innovativen Produkten im Bereich Kaffee, Küche und Klima-Komfort. Die Produkte zeichnen sich durch die einzigartige Kombination von Stil und Leistung aus. In der Kategorie Kaffeevollautomaten ist De’Longhi Marktführer.";"https://ui.awin.com/images/upload/merchant/profile/22911.png";"https://www.delonghi.com/de-at"
"22950";"Pets Deli DE/AT";"2.3209";"27.64";"0.13";"2021-06-24";"amber";"exposurelevel2";"43.4389";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Pets & Pet Care";"Pets & Pet Care";"63";"DE";"Für uns gehören Haustiere zur Familie. Bei Pets Deli findest du hochwertige Tiernahrung für Hunde und Katzen für jedes Alter, jede Rasse und jeden Geschmack - natürlich und gesund. Ohne Kompromisse.";"https://ui.awin.com/images/upload/merchant/profile/22950.png";"https://www.petsdeli.de/"
"21400";"Little Big Change AT";"";"0.00";"0.00";"2020-11-30";"green";"none";"0";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Baby & Toddler";"Baby & Toddler";"null";"AT";"Little Big Change, das sind Windeln, die was zu sagen haben. Denn wir sind der Meinung, dass man, wenn es um Babys Gesundheit geht, keine Kompromisse eingehen sollte! Unsere Windeln sind Made in Germany und wurden mit gleich 6 Gütesiegeln ausgezeichnet.";"https://ui.awin.com/images/upload/merchant/profile/21400.png";"https://www.little-big-change.com/at-de/"
"23355";"Marks and Spencer DACH";"";"0.00";"0.00";"2021-06-09";"amber";"exposurelevel4";"0";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Childrenswear|Clothing|Clothing Accessories|Department Stores|Furniture & Soft Furnishings|Gifts & Flowers|Health & Beauty|Home & Garden|Lingerie|Menswear|Shoes|Toys & Games|Womenswear|Baby & Toddler";"Department Stores";"310";"DE";"Join the Marks  Spencer DACH Affiliate Programme. Marks  Spencer is one of the UK’s leading retailers selling stylish, high quality, great value clothing and home products.";"https://ui.awin.com/images/upload/merchant/profile/23355.png";"https://www.marksandspencer.com/de/"
"40254";"Kärcher AT";"7.58493";"92.19";"0.90";"2023-01-30";"green";"none";"76.4939";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"DIY|Home & Garden";"Home & Garden";"53";"AT";"Wir sind weltweit in Qualität und Technologie der führende Anbieter von Reinigungssystemen, Reinigungsprodukten und Dienstleistungen für Freizeit, Haushalt, Gewerbe und Industrie.";"https://ui.awin.com/images/upload/merchant/profile/40254.png";"https://www.kaercher.com/at/"
"41762";"Delta Hubert Adamczyk";"18.3333";"100.00";"1.46";"2025-07-29";"amber";"exposurelevel5";"69.1458";"no";"yes";"0";"0";"0";"0";"15";"Retail & Shopping";"Photography";"Photography";"null";"US";"Store.godox.pl is the official store of one of the European distributors of Godox equipment, offering a wide range of lighting gear and accessories for photographers and videographers – from entry-level creators to professional studios.";"https://ui.awin.com/images/upload/merchant/profile/41762.png";"https://store.godox.pl/pl/"
"48707";"Woodstore24 DE/AT";"6.79029";"87.83";"0.42";"2023-04-25";"amber";"exposurelevel2";"55.0209";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"91";"DE";"Verkauf von Holz und Holzähnlichen Produkten für den Gartenbereich, von Terrassendielen bis hin zu Sichtschutzzäunen.";"https://ui.awin.com/images/upload/merchant/profile/48707.png";"https://woodstore24.de/"
"99423";"Plan International AT";"1.42857";"66.67";"0.16";"2025-02-06";"green";"none";"48.7776";"no";"no";"0";"0";"0";"0";"30";"Telco's & Services";"Charities";"Charities";"54";"AT";"Plan International ist eine unabhängige Organisation der Entwicklungszusammenarbeit und humanitären Hilfe. Die Organisation ist eines der ältesten Kinderhilfswerke und setzt sich für die freie Entfaltung und Entwicklung von Kindern auf der ganzen Welt ein";"https://ui.awin.com/images/upload/merchant/profile/99423.png";"https://www.plan-international.at/"
"112496";"PrintAbout AT";"20.5817";"97.62";"0.67";"2025-08-22";"amber";"exposurelevel2";"83.9953";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Office Supplies|Photos & Print Services";"Photos & Print Services";"54";"AT";"PrintAbout ist Ihr Druckerspezialist; wir bieten alle Produkte und Dienstleistungen, die für erfolgreiches Drucken notwendig sind.";"https://ui.awin.com/images/upload/merchant/profile/112496.png";"https://www.printabout.at/"
"110776";"Nespresso AT";"5.6884";"93.11";"0.32";"2025-05-13";"amber";"exposurelevel2";"69.6218";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"FMCG|Home & Garden";"FMCG";"118";"AT";"Bei Nespresso.com finden Deine User die berühmten Nespresso Kapseln in 62 Kaffee-Varietäten und hochwertige Kaffeemaschinen. Zusätzlich werden Accessoires wie Tassen, Kapselaufbewahrungen, Milchaufschäumer etc. im eleganten Nespresso Design angeboten.";"https://ui.awin.com/images/upload/merchant/profile/110776.png";"https://www.nespresso.com/at/"
"111578";"Vivara AT";"10.3615";"100.00";"0.45";"2025-03-14";"amber";"exposurelevel4";"74.3782";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"FMCG|Green (Eco friendly)|Home & Garden|Pets & Pet Care";"Home & Garden";"87";"AT";"Der Name VIVARA steht seit mehr als 35 Jahren für besonders umweltfreundliche Naturschutzprodukte, bei denen nur ökologisch wertvolle Rohstoffe eingesetzt werden. https://youtu.be/0Y1gNl1marE";"https://ui.awin.com/images/upload/merchant/profile/111578.png";"https://www.vivara.at/"
"57679";"VidaXL AT";"3.78735";"94.12";"0.21";"2023-07-27";"amber";"exposurelevel2";"71.4943";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Furniture & Soft Furnishings|Home & Garden|Pets & Pet Care|Sports Equipment|Toys & Games|Baby & Toddler";"Home & Garden";"128";"AT";"vidaXL ist ein internationaler Online-Händler, der alles für Haus, Garten, Garage und mehr anbietet. Unsere Stärke liegt darin, bezahlbare Produkte anzubieten, um allen unseren Kunden ‚Weniger für mehr‘ zu ermöglichen.";"https://ui.awin.com/images/upload/merchant/profile/57679.png";"https://www.vidaxl.at/"
"75622";"Mingle AT";"";"0.00";"0.00";"2024-06-19";"amber";"exposurelevel1";"0";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Lead Gen";"Lead Gen";"null";"AT";"mingle ist eine Online-Marktforschungsplattform, die Ihren Mitgliedern die Möglichkeit gibt, das Zünglein an der Waage in der Marktforschung zu sein. Für die Teilnahme an Umfragen gibt es Punkte, die in Gutscheine oder Bargeld getauscht werden können.";"https://ui.awin.com/images/upload/merchant/profile/75622.png";"https://mingle.respondi.at/"
"73381";"Rowenta AT";"2.91746";"83.75";"0.20";"2024-03-20";"amber";"exposurelevel2";"62.6248";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Electronic Superstore";"Electronic Superstore";"105";"AT";"Rowenta – Enjoy TechnologySeit 1909 begeistert die deutsche Traditionsmarke Rowenta anspruchsvolle Verbraucher mit Küchen- und Haushaltsgeräten, die durch Leistung und Design überzeugen.";"https://ui.awin.com/images/upload/merchant/profile/73381.png";"https://www.rowenta.at/"
"11650";"ELV AT";"3.09095";"87.69";"0.10";"2018-05-23";"amber";"exposurelevel2";"69.2294";"yes";"no";"3";"5";"0";"0";"60";"Retail & Shopping";"Electronic Superstore";"Electronic Superstore";"44";"AT";"ELV - Das Elektronik-Versandhaus liefert Ihnen spannende Produkte und elektronische Innovationen. Der ELV-Online-Shop bietet mit über 11.000 Produkten eine große Auswahl von Innovationen insbesondere im Bereich Hausautomation und Wettertechnik.";"https://ui.awin.com/images/upload/merchant/profile/11650.png";"https://de.elv.com"
"14268";"ZooRoyal AT";"3.7757";"100.00";"0.11";"2019-08-29";"amber";"exposurelevel2";"54.1199";"yes";"no";"3";"8";"0";"0";"60";"Retail & Shopping";"Pets & Pet Care";"Pets & Pet Care";"87";"AT";".";"https://ui.awin.com/images/upload/merchant/profile/14268.png";"https://www.zooroyal.at"
"14339";"Shop Apotheke AT";"2.32265";"92.86";"0.09";"2019-06-25";"amber";"exposurelevel2";"54.1183";"yes";"no";"8";"8";"0";"0";"30";"Retail & Shopping";"Health & Beauty|Pets & Pet Care|Pharmaceuticals|Baby & Toddler";"Pharmaceuticals";"68";"AT";"Shop-apotheke.at ist die führende Online-Apotheke in Österreich. Profitieren Sie als Partner von starkem Wachstum und hoher Markenbekanntheit.";"https://ui.awin.com/images/upload/merchant/profile/14339.png";"https://www.shop-apotheke.at/"
"13714";"Free2move AT";"0.76142";"71.74";"0.10";"2019-09-23";"amber";"exposurelevel2";"56.3874";"no";"no";"0";"0";"10";"10";"60";"Travel";"Car Rental";"Car Rental";"71";"AT";"Free2move | SHARE NOW ist der europäische Marktführer im flexiblen Carsharing. Bei Free2move | SHARE NOW findest du das richtige Auto für jede Gelegenheit! In unserem Wiener Geschäftsgebiet stehen an die 1.000 Fahrzeuge von MINI, BMW, Peugeot.";"https://ui.awin.com/images/upload/merchant/profile/13714.png";"https://www.free2move.com/at/de/car-sharing/"
"13792";"Hervis AT";"0.286064";"83.27";"0.01";"2019-09-18";"amber";"exposurelevel2";"51.0917";"yes";"no";"8";"8";"0";"0";"30";"Retail & Shopping";"Sports Equipment|Sportswear";"Sportswear";"102";"AT";"Riesenauswahl an Sportartikeln. Bequem & einfach online bestellen!";"https://ui.awin.com/images/upload/merchant/profile/13792.png";"https://www.hervis.at/"
"13859";"oeticket.com AT";"0.69757";"100.00";"0.03";"2019-09-04";"green";"none";"50.3668";"yes";"no";"2";"2";"0";"0";"60";"Telco's & Services|Travel";"Tickets|Coaches|Hotels & Accommodation|Tourism & Attractions";"Tickets";"80";"AT";"oeticket.com ist Österreichs führender Ticketvertrieb und vertreibt als solcher Tickets für über 75.000 Veranstaltungen pro Jahr. Die Kategorien reichen hier von Festivals über Konzerte, Sport und Theaterproduktionen bis hin zu Musicals.";"https://ui.awin.com/images/upload/merchant/profile/13859.png";"https://www.oeticket.com/"
"14007";"Peek & Cloppenburg AT";"1.0429";"66.17";"0.07";"2019-05-27";"amber";"exposurelevel2";"36.1611";"yes";"no";"12";"12";"0";"0";"30";"Retail & Shopping";"Clothing|Clothing Accessories|Shoes";"Clothing";"112";"AT";"Peek & Cloppenburg – Dein Allrounder für das perfekte Shopping-Erlebnis - Bei Peek & Cloppenburg erwarten Deine User immer die neuesten Mode-Trends aus der ganzen Welt. Peek & Cloppenburg bietet ein großes Sortiment aus rund 300 Top-Marken.";"https://ui.awin.com/images/upload/merchant/profile/14007.png";"https://www.peek-cloppenburg.at"
"11845";"Tom Tailor AT";"1.68745";"83.33";"0.05";"2018-09-04";"amber";"exposurelevel2";"43.8592";"yes";"no";"7";"7";"0";"0";"30";"Retail & Shopping";"Clothing";"Clothing";"121";"AT";"TOM TAILOR Partnerprogramm - bewerben Sie unsere aktuellen Kollektionen und profitieren Sie von bis zu 9% Provision auf den Netto-Warenkorbwert.";"https://ui.awin.com/images/upload/merchant/profile/11845.png";"https://www.tom-tailor.at"
"11968";"Babywalz AT";"2.04754";"92.07";"0.22";"2018-04-09";"amber";"exposurelevel2";"61.5032";"yes";"no";"4";"6";"0";"0";"28";"Retail & Shopping";"Baby & Toddler";"Baby & Toddler";"91";"AT";"Dank des umfangreichen Komplettsortiments von baby-walz haben Eltern mehr Zeit, sich um die wirklich wesentlichen Dinge zu kümmern – ihr Baby.";"https://ui.awin.com/images/upload/merchant/profile/11968.png";"https://www.baby-walz.at"
"12820";"Fluege DE (Longtail)";"1.5535";"53.92";"0.10";"2019-12-09";"amber";"exposurelevel4";"40.4932";"no";"no";"0";"0";"8";"8";"30";"Travel";"Travel Agencies";"Travel Agencies";"76";"DE";"Fluege.de ist ein beliebtes und erfolgreiches Portal zur Online-Flugbuchung von Linien-, Billig- und Charterflügen mit einem unabhängigen Vergleich von 750 Fluggesellschaften. Auch Reisepakete, Hotels und Mietwagen können aus einer Hand gebucht werden.";"https://ui.awin.com/images/upload/merchant/profile/12820.png";"https://www.fluege.de/pn"
"14588";"Sixt AT";"3.76511";"69.10";"0.62";"2019-08-05";"green";"none";"48.9222";"no";"no";"5";"5";"0";"0";"30";"Travel";"Car Rental";"Car Rental";"77";"AT";"Sixt steht für Mobilität, Innovation, Qualität und langjährige Erfahrung. Seit 1912 befindet sich Deutschlands Autovermieter Nummer eins auf einem stetigen Erfolgskurs. Mobilität nach Maß lautet der Grundsatz der Sixt AG.";"https://ui.awin.com/images/upload/merchant/profile/14588.png";"https://www.sixt.at/"
"119727";"Fensterversand AT";"9.09091";"100.00";"0.38";"2025-09-30";"amber";"exposurelevel2";"54.1285";"no";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Home & Garden";"Home & Garden";"null";"AT";"fensterversand.at ist Vorreiter im Onlinehandel für Fenster und Türen und bietet eine große Auswahl an Bauelementen nach Maß: Fenster, Balkon- und Terrassentüren sowie Türen für den Haus- und Nebeneingang, Garagentore, Pergolen, Markisen, Rollläden, uvm.";"https://ui.awin.com/images/upload/merchant/profile/119727.png";"https://www.fensterversand.at/"
"116607";"comma-store AT";"0.80396";"61.07";"0.06";"2025-08-11";"amber";"exposurelevel2";"29.6241";"yes";"no";"0";"0";"0";"0";"30";"Retail & Shopping";"Clothing";"Clothing";"125";"AT";"";"https://ui.awin.com/images/upload/merchant/profile/116607.png";"https://www.comma-store.at/"
"10432";"HelloFresh AT";"2.89275";"76.19";"1.30";"2018-07-03";"amber";"exposurelevel2";"70.6419";"no";"no";"0";"0";"9";"9";"30";"Retail & Shopping";"Books & Subscriptions|FMCG|Health & Beauty";"FMCG";"59";"AT";"Mit HelloFresh kommt Vielfalt auf den Teller – denn die Kochboxen mit grammgenauen, hochwertigen Zutaten werden bis an die Haustür geliefert. Mit 30+ wöchentlich wechselnden Gerichten gibt es für jeden Geschmack genau das Richtige.";"https://ui.awin.com/images/upload/merchant/profile/10432.png";"https://www.hellofresh.at/"
"11264";"Sky AT";"";"0.00";"0.00";"2017-10-05";"amber";"exposurelevel2";"0";"no";"no";"0";"0";"10";"38";"3";"Telco's & Services";"Digital TV & Video-on-Demand";"Digital TV & Video-on-Demand";"113";"AT";"Sky ist mit dem derzeit größten HDTV-Angebot und ausgedehnten Senderangeboten eines der größten Pay-TV Unternehmen in Deutschland sowie in Österreich. Mit diesem Partnerprogramm haben Sie die Möglichkeit Ihren österreichischen Traffic zu monetarisieren.";"https://ui.awin.com/images/upload/merchant/profile/11264.png";"https://www.sky.at"
"10885";"Travelzoo DACH";"";"0.00";"0.00";"2018-01-15";"amber";"exposurelevel2";"0";"no";"no";"8";"10";"0";"0";"30";"Travel";"Hotels & Accommodation|Tourism & Attractions";"Hotels & Accommodation";"163";"DE";"Wir, Travelzoo®, sind der Club für Reisebegeisterte. Wir erreichen 30 Millionen Reisende. Club Mitglieder erhalten Club-Angebote, die von unseren Deal-Experten weltweit verhandelt und sorgfältig geprüft werden. In Zusammenarbeit mit tausenden Reiseanbiete";"https://ui.awin.com/images/upload/merchant/profile/10885.png";"https://www.travelzoo.com/de/"
"16536";"Verticalextreme AT";"0.265437";"60.24";"0.02";"2019-08-28";"green";"none";"33.3762";"yes";"no";"5";"5";"0";"0";"30";"Retail & Shopping";"Sports Equipment";"Sports Equipment";"67";"AT";"Vertical Extreme ist Spezialist für Kletterausrüstung, Outdoor und Bergsport.";"https://ui.awin.com/images/upload/merchant/profile/16536.png";"https://www.verticalextreme.de"
"14961";"CALIDA DACH";"0.113593";"71.48";"0.00";"2019-07-08";"green";"none";"32.2806";"yes";"no";"8";"12";"0";"0";"30";"Retail & Shopping";"Childrenswear|Clothing|Clothing Accessories|Green (Eco friendly)|Lingerie|Menswear|Womenswear";"Clothing";"123";"DE";".";"https://ui.awin.com/images/upload/merchant/profile/14961.png";"https://www.calida.com"
"15005";"rindchen.de DE/AT";"3.06624";"99.64";"0.27";"2019-08-27";"green";"none";"47.9328";"yes";"no";"11";"11";"0";"0";"30";"Retail & Shopping";"Wine Spirits & Tobacco";"Wine, Spirits & Tobacco";"80";"DE";"Rindchen's Weinkontor – Ihre erste Adresse für erstklassige Weine sowie Sekt und Champagner. Rindchen steht für ein hochwertiges Wein, Sekt und Champagner Sortiment zu erschwinglichen Preisen – denen Kunden seit über 25 Jahren vertrauen.";"https://ui.awin.com/images/upload/merchant/profile/15005.png";"https://www.rindchen.de"
"16399";"MietwagenCheck AT";"0.388068";"62.08";"0.02";"2019-08-21";"amber";"exposurelevel2";"28.3251";"yes";"no";"6";"6";"0";"0";"60";"Travel";"Airport Parking & Transfers|Car Rental|Hotels & Accommodation|Local Holidays|Tourism & Attractions|Travel Agencies";"Car Rental";"185";"AT";"MietwagenCheck ist das Mietwagen-Portal der HolidayCheck Group AG. Es wird betrieben von der Driveboo Ag, welche eine 100%ige Tochter der Holidaycheck Group ist.";"https://ui.awin.com/images/upload/merchant/profile/16399.png";"https://www.mietwagen-check.at/"
"16428";"LASCANA ÖSTERREICH AT";"1.5484";"28.29";"0.33";"2019-08-27";"green";"none";"17.6447";"yes";"no";"8";"8";"0";"0";"60";"Retail & Shopping";"Clothing|Lingerie|Shoes|Sportswear|Womenswear";"Womenswear";"76";"AT";"Ob verführerische Dessous, trendy Damenmode oder die neueste Bademode - bei ""LASCANA"" finden Frauen alles was gerade angesagt ist.";"https://ui.awin.com/images/upload/merchant/profile/16428.png";"https://www.lascana.at"
"16241";"Duinrell EU";"3.83633";"93.26";"0.22";"2018-12-21";"amber";"exposurelevel2";"45.8229";"no";"no";"5";"5";"0";"0";"30";"Travel";"Hotels & Accommodation|Local Holidays|Tourism & Attractions";"Tourism & Attractions";"135";"NL";"For more than 75 years, Holiday and amusement park Duinrell has been a fantastic holiday destination for the whole family. The Duingalows, bungalows of Duinrell, and the large family campsite are literally next to the amusement park and tropical Tikibad.";"https://ui.awin.com/images/upload/merchant/profile/16241.png";"https://www.duinrell.com/"
"15157";"Eis AT";"2.15979";"97.63";"0.14";"2019-06-05";"amber";"exposurelevel2";"65.4426";"yes";"no";"22";"22";"0";"0";"30";"Retail & Shopping";"Erotic|Health & Beauty|Lingerie";"Erotic";"112";"AT";"Entdecke Deine Sinnlichkeit! Jetzt beim führenden deutschen uns österreichischen Onlineshop für intime Lifestyleprodukte bewerben.";"https://ui.awin.com/images/upload/merchant/profile/15157.png";"https://www.eis.at/"
"19315";"Costa Kreuzfahrten AT";"1.36114";"71.43";"1.85";"2020-10-16";"amber";"exposurelevel2";"51.6889";"no";"no";"1.54";"4.62";"0";"0";"30";"Travel";"Cruises/Ferries";"Cruises/Ferries";"154";"AT";"Seit mehr als 70 Jahren steht Costa Kreuzfahrten für echte Gastfreundschaft und ein modernes italienisches Lebensgefühl.";"https://ui.awin.com/images/upload/merchant/profile/19315.png";"https://www.costakreuzfahrten.at/angebote/costa-days.html"
"18436";"Tennis-point AT";"5.05656";"78.82";"0.45";"2019-09-10";"amber";"exposurelevel6";"52.5686";"yes";"no";"8";"9";"0";"0";"30";"Retail & Shopping";"Sports Equipment|Sportswear";"Sportswear";"67";"AT";"Alles rund um den Tennissport! Tennis-Point präsentiert 40.000 Artikel aus dem Bereich Tennis und Sportmode.";"https://ui.awin.com/images/upload/merchant/profile/18436.png";"https://www.tennis-point.at"
"18644";"Schäfer Shop AT";"2.1042";"92.86";"0.20";"2020-01-27";"amber";"exposurelevel2";"49.9102";"yes";"no";"4";"4";"0";"0";"30";"Retail & Shopping";"DIY|Office Supplies";"Office Supplies";"85";"AT";"Wir sind einer der bekanntesten Ausstatter für Büro, Lager und Betrieb. B2B / B2C Shop mit über 85.000 Artikeln international aktiv in über 8 Ländern. Unsere Kunden sind Selbstständige, Kleinunternehmer bis hin zu Großkunden der Industrie.";"https://ui.awin.com/images/upload/merchant/profile/18644.png";"https://www.schaefer-shop.at"
